fee_id|company_id|fee_category|fee_type|fee_description|fee_billduration|fee_amount|fee_billto|fee_billingdescription
662|711|SR|Fee|SecFee|12|840|28/02/2019|Secretarial Fee + Registered Office
509|551|SR|Fee|SecFee|12|840|28/12/2018|Secretarial Fee + Registered Office
664|713|SR|Fee|SecFee|12|840|25/12/2018|Secretarial Fee + Registered Office
406|442|SR|Fee|SecFee|12|840|16/06/2017|Secretarial Fee + Registered Office
615|664|SR|Fee|SecFee|12|840|26/01/2017|Secretarial Fee + Registered Office
636|685|SR|Fee|SecFee|12|840|11/07/2015|Secretarial Fee + Registered Office
637|686|SR|Fee|SecFee|12|840|03/01/2019|Secretarial Fee + Registered Office
698|782|SR|Fee|SecFee|12|890.4|12/02/2019|Secretarial Fee + Registered Office
708|776|SR|Fee|SecFee|12|840|05/03/2019|Secretarial Fee + Registered Office
699|739|SR|Fee|SecFee|12|890.4|29/12/2018|Secretarial Fee + Registered Office
705|290|SR|Fee|DR|12|9600|28/02/2019|Nominee Director Fee
706|780|SR|Fee|SecFee|12|840|13/02/2019|Secretarial Fee + Registered Office
710|777|SR|Fee|SecFee|12|840|23/02/2019|Secretarial Fee + Registered Office
712|507|SR|Fee|SecFee|12|840|08/03/2019|Secretarial Fee + Registered Office
713|794|SR|Fee|SecFee|12|840|18/02/2019|Secretarial Fee + Registered Office
714|462|SR|Fee|DR|6|4800|09/09/2018|Nominee Director Fee
715|765|SR|Fee|SecFee|12|840|16/03/2018|Secretarial Fee + Registered Office
717|787|SR|Fee|SecFee|12|840|13/03/2019|Secretarial Fee + Registered Office
310|345|SR|Fee|SecFee|12|840|17/03/2019|Secretarial Fee + Registered Office
716|755|SR|Fee|SecFee|12|840|15/01/2019|Secretarial Fee + Registered Office
718|809|SR|Fee|SecFee|12|840|15/03/2018|Secretarial Fee + Registered Office
385|421|SR|Fee|SecFee|12|840|27/03/2019|Secretarial Fee + Registered Office
719|792|SR|Fee|SecFee|12|840|27/02/2019|Secretarial Fee + Registered Office
721|741|SR|Fee|SecFee|12|840|29/12/2018|Secretarial Fee + Registered Office
684|748|SR|Fee|SecFee|12|840|01/04/2019|Secretarial Fee + Registered Office
722|805|SR|Fee|SecFee|12|840|14/03/2019|Secretarial Fee + Registered Office
723|786|SR|Fee|SecFee|12|840|12/02/2019|Secretarial Fee + Registered Office
725|795|SR|Fee|SecFee|12|840|06/03/2019|Secretarial Fee + Registered Office
726|771|SR|Fee|SecFee|12|840|18/01/2019|Secretarial Fee + Registered Office
727|785|SR|Fee|SecFee|12|840|18/12/2018|Secretarial Fee + Registered Office
720|797|SR|Fee|SecFee|12|840|18/03/2019|Secretarial Fee + Registered Office
728|819|SR|Fee|SecFee|12|840|09/04/2019|Secretarial Fee + Registered Office
729|812|SR|Fee|SecFee|12|890.4|25/04/2018|Secretarial Fee + Registered Office
731|826|SR|Fee|SecFee|12|840|17/01/2019|Secretarial Fee + Registered Office
730|818|SR|Fee|SecFee|12|840|24/04/2019|Secretarial Fee + Registered Office
724|804|SR|Fee|SecFee|12|1200|11/04/2019|Secretarial Fee + Registered Office
732|747|SR|Fee|SecFee|12|840|21/03/2018|Secretarial Fee + Registered Office
733|824|SR|Fee|SecFee|12|840|03/05/2019|Secretarial Fee + Registered Office
734|814|SR|Fee|SecFee|12|840|30/06/2018|Secretarial Fee + Registered Office
735|806|SR|Fee|SecFee|12|840|30/06/2018|Secretarial Fee + Registered Office
736|784|SR|Fee|SecFee|12|840|21/11/2018|Secretarial Fee + Registered Office
737|781|SR|Fee|SecFee|12|840|31/10/2018|Secretarial Fee + Registered Office
738|816|SR|Fee|SecFee|12|840|17/05/2018|Secretarial Fee + Registered Office
