job_id|createdby_userid|assignto_mappingid|job_entrydate|company_id|job_remark|job_isposted
1176|7|8|2018-05-02|718|""|t
1177|3|2|2018-05-02|830|""|t
1178|8|9|2018-05-02|153|""|t
1174|4|4|2018-05-02|787|""|t
1375|4|4|2018-05-18|38|""|t
1181|4|4|2018-05-02|197|""|t
1333|5|6|2018-05-15|611|""|t
1182|8|9|2018-05-02|55|""|t
1183|9|10|2018-05-03|596|""|t
1184|11|16|2018-05-03|293|""|t
1185|5|6|2018-05-03|515|""|t
1186|9|10|2018-05-03|595|""|t
1187|11|16|2018-05-03|269|""|t
1188|5|6|2018-05-03|538|""|t
1189|7|8|2018-05-03|268|""|t
1190|9|10|2018-05-03|558|""|t
1355|12|17|2018-05-16|607|FS@2018-12-31|t
1191|7|8|2018-05-03|268|""|t
1366|12|17|2018-05-17|43|FS@2017-12-31|t
1376|3|2|2018-05-18|462|""|t
1383|11|16|2018-05-21|368|""|t
1192|11|16|2018-05-03|412|""|t
1193|11|16|2018-05-03|412|""|t
1390|11|16|2018-05-21|447|""|t
1194|7|8|2018-05-03|268|""|t
1398|9|10|2018-05-22|500|""|t
1405|9|10|2018-05-22|660|""|t
1195|9|10|2018-05-03|626|""|t
1196|6|15|2018-05-03|538|""|t
1198|5|6|2018-05-03|807|""|t
1199|5|6|2018-05-03|596|""|t
1412|9|10|2018-05-23|694|""|t
1200|9|10|2018-05-03|700|""|t
1202|5|6|2018-05-03|595|""|t
1203|12|17|2018-05-03|703|CTC doc|t
1418|9|10|2018-05-23|496|""|t
1424|11|16|2018-05-23|310|""|t
1430|5|6|2018-05-24|550|""|t
1436|3|2|2018-05-25|228|""|t
1222|8|9|2018-05-05|138|""|t
1204|7|8|2018-05-03|748|""|t
1205|8|9|2018-05-03|810|""|t
1206|12|17|2018-05-04|591|CTC Documents|t
1207|7|8|2018-05-04|398|""|t
1208|12|17|2018-05-04|810|Annual Return @ 2018-05-02|t
1209|7|8|2018-05-04|815|""|t
1210|5|6|2018-05-04|548|""|t
1211|12|17|2018-05-04|154|Annual Return @ 2018-05-02|t
1212|11|16|2018-05-04|211|""|t
1213|11|16|2018-05-04|346|""|t
1214|8|9|2018-05-04|808|""|t
1215|3|2|2018-05-04|-1|""|f
1442|9|10|2018-05-25|638|""|t
1448|8|9|2018-05-25|183|""|t
1216|7|8|2018-05-04|344|""|t
1217|3|2|2018-05-04|462|""|t
1218|11|16|2018-05-04|419|""|t
1219|12|17|2018-05-04|58|Annual Return @ 2018-05-06|t
1220|12|17|2018-05-05|625|CTC Reso, F49, F24, F44 & M&A|t
1221|5|6|2018-05-05|831|""|t
1197|4|4|2018-05-03|168|""|t
1453|8|9|2018-05-25|155|""|t
1456|3|2|2018-05-25|398|""|t
1458|8|9|2018-05-25|837|""|t
1242|11|16|2018-05-07|294|""|t
1243|8|9|2018-05-07|832|""|t
1244|12|17|2018-05-07|136|Change of Secretary|t
1245|12|17|2018-05-07|2|Appointment of Secretary|t
1246|11|16|2018-05-07|295|""|t
1247|11|16|2018-05-07|401|""|t
1248|12|17|2018-05-07|55|Appointment of Secretary|t
1250|12|17|2018-05-07|193|Appointment of Secretary|t
1251|11|16|2018-05-07|321|""|t
1252|12|17|2018-05-07|172|Appointment of Secretary|t
1253|12|17|2018-05-07|172|Appointment of Secretary|t
1254|12|17|2018-05-07|133|""|t
1256|12|17|2018-05-08|178|Appointment of Secretary|t
1257|12|17|2018-05-08|183|Appointment of Secretary|t
1258|11|16|2018-05-08|285|""|t
1259|5|6|2018-05-08|693|""|t
1260|12|17|2018-05-08|782|Appointment of Secretary|t
1261|12|17|2018-05-08|753|Appointment of Secretary|t
1262|12|17|2018-05-08|812|Appointment of Secretary|t
1263|11|16|2018-05-08|406|""|t
1264|7|8|2018-05-08|268|""|t
1265|12|17|2018-05-08|157|Appointment of Secretary|t
1266|12|17|2018-05-08|83|Appointment of Secretary|t
1267|3|2|2018-05-08|377|""|t
1255|4|4|2018-05-07|108|""|t
1249|4|4|2018-05-07|126|""|t
1268|11|16|2018-05-08|377|""|t
1269|11|16|2018-05-08|284|""|t
1270|3|2|2018-05-08|290|""|t
1271|9|10|2018-05-08|588|""|t
1272|9|10|2018-05-08|520|""|t
1273|9|10|2018-05-08|521|""|t
1274|5|6|2018-05-08|506|""|t
1275|11|16|2018-05-08|-1|""|f
1276|11|16|2018-05-08|473|""|t
1277|5|6|2018-05-08|625|""|t
1278|9|10|2018-05-08|680|""|t
1279|5|6|2018-05-08|596|""|t
1280|5|6|2018-05-08|595|""|t
1281|2|4|2018-05-08|810|""|t
1282|2|4|2018-05-08|71|""|t
1283|11|16|2018-05-10|455|""|t
1284|9|10|2018-05-10|675|""|t
1285|9|10|2018-05-10|631|""|t
1286|9|10|2018-05-10|520|""|t
1287|11|16|2018-05-10|308|""|t
1288|11|16|2018-05-10|308|""|t
1289|3|2|2018-05-10|833|""|t
1290|7|8|2018-05-10|781|""|t
1291|12|17|2018-05-10|595|CTC Dir IC&Passport, M&A, F9, F24 & F49 and S58|t
1292|12|17|2018-05-10|596|CTC Dir IC & Passport, M&A, F9, F24, F49 & S58|t
1294|11|16|2018-05-10|354|""|t
1295|11|16|2018-05-10|457|""|t
1334|7|8|2018-05-15|742|""|t
1297|7|8|2018-05-10|784|""|t
1356|12|17|2018-05-16|607|FS@2018-12-31|t
1298|11|16|2018-05-10|248|""|t
1299|11|16|2018-05-10|248|""|t
1300|9|10|2018-05-11|605|""|t
1301|8|9|2018-05-11|170|""|t
1302|5|6|2018-05-11|565|""|t
1303|5|6|2018-05-11|-1|""|f
1304|5|6|2018-05-11|565|""|t
1306|7|8|2018-05-11|815|""|t
1307|8|9|2018-05-11|198|""|t
